Frame No.,Queue Density
68.3333,0.406655
68.4,0.406553
68.4667,0.406698
68.5333,0.406721
68.6,0.406179
68.6667,0.406175
68.7333,0.405941
68.8,0.405797
68.8667,0.40573
68.9333,0.405598
69,0.40319
69.0667,0.403366
69.1333,0.403651
69.2,0.404212
69.2667,0.404314
69.3333,0.404127
69.4,0.404646
69.4667,0.404603
69.5333,0.405149
69.6,0.40509
69.6667,0.405449
69.7333,0.405473
69.8,0.405726
69.8667,0.405718
69.9333,0.405863
70,0.40566
70.0667,0.405422
70.1333,0.405098
70.2,0.405402
70.2667,0.405289
70.3333,0.405387
70.4,0.405317
70.4667,0.405457
70.5333,0.405512
70.6,0.405168
70.6667,0.40543
70.7333,0.405504
70.8,0.404345
70.8667,0.404431
70.9333,0.404216
71,0.404166
71.0667,0.40406
71.1333,0.403857
71.2,0.403998
71.2667,0.40415
71.3333,0.404333
71.4,0.404848
71.4667,0.404825
71.5333,0.404895
71.6,0.405348
71.6667,0.4052
71.7333,0.405184
71.8,0.405242
71.8667,0.40536
71.9333,0.405071
72,0.405184
72.0667,0.405133
72.1333,0.405391
72.2,0.405679
72.2667,0.4058
72.3333,0.400244
72.4,0.400689
72.4667,0.400826
72.5333,0.401688
72.6,0.402094
72.6667,0.402913
72.7333,0.403623
72.8,0.404068
72.8667,0.404088
72.9333,0.404423
73,0.404361
73.0667,0.404326
73.1333,0.404458
73.2,0.404899
73.2667,0.404805
73.3333,0.40431
73.4,0.404298
73.4667,0.404376
73.5333,0.404283
73.6,0.404002
73.6667,0.403947
73.7333,0.403986
73.8,0.403978
73.8667,0.404173
73.9333,0.404072
74,0.402531
74.0667,0.402359
74.1333,0.402706
74.2,0.402706
74.2667,0.402983
74.3333,0.402738
74.4,0.402222
74.4667,0.402246
74.5333,0.402035
74.6,0.402144
74.6667,0.402109
74.7333,0.402382
74.8,0.402425
74.8667,0.40248
74.9333,0.4017
75,0.401785
75.0667,0.401914
75.1333,0.40216
75.2,0.402944
75.2667,0.402796
75.3333,0.402706
75.4,0.402472
75.4667,0.402874
75.5333,0.402636
75.6,0.402749
75.6667,0.402176
75.7333,0.402234
75.8,0.401583
75.8667,0.401914
75.9333,0.402308
76,0.402831
76.0667,0.402663
76.1333,0.402792
76.2,0.402855
76.2667,0.402468
76.3333,0.402784
76.4,0.403214
76.4667,0.403682
76.5333,0.404006
76.6,0.404033
76.6667,0.403943
76.7333,0.403736
76.8,0.403432
76.8667,0.403444
76.9333,0.403132
77,0.403077
77.0667,0.403315
77.1333,0.403112
77.2,0.403721
77.2667,0.404006
77.3333,0.402484
77.4,0.402453
