Frame No.,Queue Density
62.6667,0.412949
62.7333,0.413308
62.8,0.41337
62.8667,0.413159
62.9333,0.413179
63,0.413249
63.0667,0.413343
63.1333,0.412984
63.2,0.413042
63.2667,0.413128
63.3333,0.413218
63.4,0.413323
63.4667,0.413374
63.5333,0.413362
63.6,0.409316
63.6667,0.409948
63.7333,0.410401
63.8,0.410401
63.8667,0.410529
63.9333,0.410896
64,0.411029
64.0667,0.411189
64.1333,0.411306
64.2,0.411364
64.2667,0.411556
64.3333,0.411868
64.4,0.411961
64.4667,0.411958
64.5333,0.412039
64.6,0.412114
64.6667,0.412816
64.7333,0.412984
64.8,0.41346
64.8667,0.413643
64.9333,0.414135
65,0.414275
65.0667,0.414178
65.1333,0.41447
65.2,0.414224
65.2667,0.412071
65.3333,0.412426
65.4,0.412933
65.4667,0.413468
65.5333,0.413647
65.6,0.413862
65.6667,0.413475
65.7333,0.413374
65.8,0.41298
65.8667,0.412765
65.9333,0.41264
66,0.412921
66.0667,0.412566
66.1333,0.412519
66.2,0.412558
66.2667,0.413023
66.3333,0.412808
66.4,0.412539
66.4667,0.412562
66.5333,0.412722
66.6,0.41319
66.6667,0.414115
66.7333,0.414381
66.8,0.414494
66.8667,0.414599
66.9333,0.410931
67,0.411306
67.0667,0.411696
67.1333,0.411575
67.2,0.41234
67.2667,0.412071
67.3333,0.40795
67.4,0.407291
67.4667,0.407712
67.5333,0.407217
67.6,0.407295
67.6667,0.407349
67.7333,0.407111
67.8,0.407349
67.8667,0.407509
67.9333,0.407166
68,0.406511
68.0667,0.40692
68.1333,0.406819
68.2,0.406784
68.2667,0.406374
68.3333,0.406557
68.4,0.406475
68.4667,0.406647
68.5333,0.406632
68.6,0.406093
68.6667,0.406124
68.7333,0.405882
68.8,0.405754
68.8667,0.405691
68.9333,0.405539
69,0.403175
69.0667,0.403342
69.1333,0.403619
69.2,0.404185
69.2667,0.404306
69.3333,0.40406
69.4,0.404595
69.4667,0.404493
69.5333,0.405051
69.6,0.404946
69.6667,0.405301
69.7333,0.405367
69.8,0.405637
69.8667,0.405629
69.9333,0.405793
70,0.405547
70.0667,0.405336
70.1333,0.405004
70.2,0.405336
70.2667,0.405188
70.3333,0.405285
70.4,0.405239
70.4667,0.405383
70.5333,0.405449
70.6,0.405098
70.6667,0.405317
70.7333,0.405402
70.8,0.404228
70.8667,0.404314
70.9333,0.404095
71,0.404021
71.0667,0.403982
71.1333,0.403779
71.2,0.403896
71.2667,0.404072
71.3333,0.404255
71.4,0.404755
71.4667,0.404743
71.5333,0.404837
71.6,0.405309
71.6667,0.405157
71.7333,0.405141
71.8,0.405196
71.8667,0.405313
71.9333,0.405047
72,0.405133
72.0667,0.40509
72.1333,0.405348
72.2,0.405625
72.2667,0.405734
72.3333,0.400229
72.4,0.400619
72.4667,0.400787
72.5333,0.401633
72.6,0.402027
72.6667,0.402862
72.7333,0.403588
72.8,0.403951
72.8667,0.404013
72.9333,0.404302
73,0.40422
73.0667,0.404173
73.1333,0.40431
73.2,0.404766
73.2667,0.404692
73.3333,0.404205
73.4,0.40413
73.4667,0.404189
73.5333,0.404103
73.6,0.403811
73.6667,0.403764
73.7333,0.403787
73.8,0.403811
73.8667,0.404033
73.9333,0.403935
74,0.402453
74.0667,0.402328
74.1333,0.402652
74.2,0.402667
74.2667,0.402894
74.3333,0.402597
74.4,0.40209
74.4667,0.402125
74.5333,0.401914
74.6,0.402051
74.6667,0.402035
74.7333,0.402316
74.8,0.402355
74.8667,0.402421
74.9333,0.401602
75,0.401723
75.0667,0.401875
75.1333,0.402117
75.2,0.40289
75.2667,0.402745
75.3333,0.402663
75.4,0.402406
75.4667,0.402812
75.5333,0.402581
75.6,0.402691
75.6667,0.40209
75.7333,0.402211
75.8,0.401559
75.8667,0.401895
75.9333,0.402324
76,0.402816
76.0667,0.402628
76.1333,0.402765
76.2,0.402796
76.2667,0.402441
76.3333,0.402663
76.4,0.4031
76.4667,0.403573
76.5333,0.403904
76.6,0.403912
76.6667,0.403826
76.7333,0.403647
76.8,0.403319
76.8667,0.403354
76.9333,0.403022
77,0.402972
77.0667,0.403198
77.1333,0.403011
77.2,0.403639
77.2667,0.403885
77.3333,0.40234
77.4,0.402312
77.4667,0.402273
77.5333,0.40234
77.6,0.401965
77.6667,0.402172
77.7333,0.40193
77.8,0.402382
77.8667,0.401984
77.9333,0.402453
78,0.402359
78.0667,0.402238
78.1333,0.402328
78.2,0.402792
78.2667,0.403022
78.3333,0.40303
78.4,0.40287
78.4667,0.402827
78.5333,0.402441
78.6,0.402472
78.6667,0.402933
78.7333,0.40271
78.8,0.402948
78.8667,0.403206
78.9333,0.403331
79,0.399476
79.0667,0.399959
79.1333,0.400104
79.2,0.400943
79.2667,0.401001
79.3333,0.401516
79.4,0.401625
79.4667,0.402281
79.5333,0.402897
79.6,0.403366
79.6667,0.403904
79.7333,0.404486
79.8,0.404727
79.8667,0.404673
79.9333,0.404115
80,0.40422
80.0667,0.404212
80.1333,0.40431
80.2,0.404548
80.2667,0.404525
80.3333,0.404591
80.4,0.404938
80.4667,0.405172
80.5333,0.40511
80.6,0.405305
80.6667,0.40287
80.7333,0.403334
80.8,0.403533
80.8667,0.403389
80.9333,0.403553
81,0.403147
81.0667,0.403615
81.1333,0.403822
81.2,0.403814
81.2667,0.404142
81.3333,0.40385
81.4,0.403889
81.4667,0.404045
81.5333,0.404302
81.6,0.404329
81.6667,0.404548
81.7333,0.405266
81.8,0.405453
81.8667,0.405921
81.9333,0.405984
82,0.406312
82.0667,0.406027
82.1333,0.406538
82.2,0.407494
82.2667,0.407478
82.3333,0.405168
82.4,0.404841
82.4667,0.405305
82.5333,0.405746
82.6,0.407049
82.6667,0.407541
82.7333,0.407658
82.8,0.40765
82.8667,0.407779
82.9333,0.407256
83,0.407166
83.0667,0.407256
83.1333,0.40763
83.2,0.407478
83.2667,0.407818
83.3333,0.407529
83.4,0.407178
83.4667,0.407197
83.5333,0.406877
83.6,0.407303
83.6667,0.40733
83.7333,0.407431
83.8,0.407225
83.8667,0.407186
83.9333,0.40692
84,0.405816
84.0667,0.405917
84.1333,0.405914
84.2,0.406565
84.2667,0.406593
84.3333,0.406569
84.4,0.406702
84.4667,0.406468
84.5333,0.406772
84.6,0.406909
84.6667,0.406971
84.7333,0.407041
84.8,0.407369
84.8667,0.40781
84.9333,0.407689
85,0.408419
85.0667,0.408817
85.1333,0.409414
85.2,0.409757
85.2667,0.409589
85.3333,0.408957
85.4,0.40845
85.4667,0.408216
85.5333,0.408208
85.6,0.408017
85.6667,0.406577
85.7333,0.407006
85.8,0.408001
85.8667,0.407954
85.9333,0.407201
86,0.407525
86.0667,0.407658
86.1333,0.40806
86.2,0.408419
86.2667,0.40845
86.3333,0.407794
86.4,0.407876
86.4667,0.408235
86.5333,0.408184
86.6,0.409191
86.6667,0.409652
86.7333,0.409394
86.8,0.409355
86.8667,0.409043
86.9333,0.409004
87,0.408801
87.0667,0.408337
87.1333,0.408696
87.2,0.408914
87.2667,0.408528
87.3333,0.405914
87.4,0.405559
87.4667,0.405129
87.5333,0.40527
87.6,0.404805
87.6667,0.404462
87.7333,0.403982
87.8,0.404396
87.8667,0.404119
87.9333,0.404447
88,0.404591
88.0667,0.404805
88.1333,0.404708
88.2,0.404263
88.2667,0.403978
88.3333,0.403771
88.4,0.403729
88.4667,0.403787
88.5333,0.403717
88.6,0.403814
88.6667,0.403682
88.7333,0.403748
88.8,0.403725
88.8667,0.403658
88.9333,0.403974
89,0.401122
89.0667,0.401025
89.1333,0.401079
89.2,0.401821
89.2667,0.402156
89.3333,0.40271
89.4,0.403038
89.4667,0.403307
89.5333,0.403526
89.6,0.403982
89.6667,0.404271
89.7333,0.404763
89.8,0.405032
89.8667,0.404965
89.9333,0.405726
90,0.406019
90.0667,0.40655
90.1333,0.407303
90.2,0.407763
90.2667,0.408337
90.3333,0.409016
90.4,0.40932
90.4667,0.409835
90.5333,0.409925
90.6,0.410131
90.6667,0.405824
90.7333,0.406495
90.8,0.407014
90.8667,0.407326
90.9333,0.407404
91,0.407685
91.0667,0.407232
91.1333,0.406873
91.2,0.40662
91.2667,0.40655
91.3333,0.406444
91.4,0.40463
91.4667,0.404579
91.5333,0.404099
91.6,0.403931
91.6667,0.40342
91.7333,0.402796
91.8,0.402324
91.8667,0.401934
91.9333,0.401688
92,0.400424
92.0667,0.39985
92.1333,0.399448
92.2,0.39907
92.2667,0.399405
92.3333,0.394719
92.4,0.39479
92.4667,0.394985
92.5333,0.394949
92.6,0.394809
92.6667,0.394786
92.7333,0.394473
92.8,0.394333
92.8667,0.393658
92.9333,0.392963
93,0.392854
93.0667,0.393073
93.1333,0.392792
93.2,0.392694
93.2667,0.3928
93.3333,0.392745
93.4,0.3934
93.4667,0.393264
93.5333,0.393326
93.6,0.393603
93.6667,0.393498
93.7333,0.393252
93.8,0.393439
93.8667,0.393439
93.9333,0.393775
94,0.390981
94.0667,0.391613
94.1333,0.392308
94.2,0.393155
94.2667,0.394286
94.3333,0.395273
94.4,0.395558
94.4667,0.396077
94.5333,0.396116
94.6,0.396596
94.6667,0.397041
94.7333,0.399074
94.8,0.400002
94.8667,0.400513
94.9333,0.402894
95,0.404361
95.0667,0.405278
95.1333,0.406951
95.2,0.408891
95.2667,0.409406
95.3333,0.411844
95.4,0.413581
95.4667,0.414299
95.5333,0.416515
95.6,0.418712
95.6667,0.418743
95.7333,0.421115
95.8,0.422965
95.8667,0.423351
95.9333,0.425313
96,0.427046
96.0667,0.427604
96.1333,0.428895
96.2,0.430698
96.2667,0.430803
